Datum;Omschrijving;Debet;Credit;Referentie
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-027 - Sumatraplantsoen 36-A (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-028 - Sumatraplantsoen 38-A (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-029 - Sumatrastraat 231-A (Woning met berging en tuin)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-031 - Sumatrastraat 225-A (Woning met berging en tuin)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-032 - Sumatrastraat 223-A (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-033 - Sumatrastraat 221-B (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-034 - Sumatrastraat 219-B (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-035 - Sumatrastraat 217-B (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-036 - Molukkenstraat 499 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-038 - Molukkenstraat 495 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-040 - Molukkenstraat 475 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-041 - Molukkenstraat 467 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-042 - Molukkenstraat 459 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-043 - Molukkenstraat 449 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-044 - Molukkenstraat 439 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-047 - Molukkenstraat 413 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-049 - Tidorestraat 72 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-050 - Tidorestraat 82 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-051 - Tidorestraat 92 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-056 - Sumatraplantsoen 20-B (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-058 - Sumatraplantsoen 24-B (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-060 - Sumatraplantsoen 28-B (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-062 - Sumatraplantsoen 32-B (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-065 - Sumatraplantsoen 38-B (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-066 - Sumatrastraat 231-B (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-067 - Sumatrastraat 229-B (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-068 - Sumatrastraat 227-A (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-069 - Sumatrastraat 225-B (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-072 - Sumatrastraat 219-C (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-073 - Sumatrastraat 217-C (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-074 - Molukkenstraat 505 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-077 - Molukkenstraat 487 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-078 - Molukkenstraat 477 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-079 - Molukkenstraat 469 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-081 - Molukkenstraat 451 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-082 - Molukkenstraat 441 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-084 - Molukkenstraat 421 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-085 - Molukkenstraat 419 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-086 - Tidorestraat 64 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-087 - Tidorestraat 74 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-088 - Tidorestraat 84 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-089 - Tidorestraat 94 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-094 - Sumatraplantsoen 20-C (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-095 - Sumatraplantsoen 22-C (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-096 - Sumatraplantsoen 24-C (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-097 - Sumatraplantsoen 26-C (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-098 - Sumatraplantsoen 28-C (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-100 - Sumatraplantsoen 32-C (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-101 - Sumatraplantsoen 34-C (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-103 - Sumatraplantsoen 38-C (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-104 - Sumatrastraat 231-C (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-107 - Sumatrastraat 225-C (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-116 - Molukkenstraat 511 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-118 - Molukkenstraat 507 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-123 - Molukkenstraat 471-A/B/C (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-124 - Molukkenstraat 463-A/B/C (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-130 - Molukkenstraat 427 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-131 - Molukkenstraat 425 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-132 - Tidorestraat 68 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-134 - Tidorestraat 76 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-143 - Tidorestraat 128 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-144 - Sumatraplantsoen 20-D (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-146 - Sumatraplantsoen 24-D (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-147 - Sumatraplantsoen 26-D (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-148 - Sumatraplantsoen 28-D (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-150 - Sumatraplantsoen 32-D (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-153 - Sumatraplantsoen 38-D (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-154 - Sumatrastraat 231-D (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-156 - Sumatrastraat 227-C (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-157 - Sumatrastraat 225-D (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-159 - Molukkenstraat 543 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-162 - Molukkenstraat 537 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-163 - Molukkenstraat 535 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-170 - Molukkenstraat 521 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-172 - Molukkenstraat 517 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-174 - Molukkenstraat 513 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-175 - Molukkenstraat 435 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-178 - Tidorestraat 122 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-179 - Tidorestraat 108 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-181 - Tidorestraat 124 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-184 - Tidorestraat 118 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-185 - Tidorestraat 126 (Woning met berging)";;€20,27;
01-07-2023;"VF:15 - VvE-bijdrage jul-2023; A-186 - Tidorestraat 106 (Woning met berging)";;€20,27;
01-07-2023;"VF:16 - VvE-bijdrage jul-2023; A-149 - Sumatraplantsoen 30-C (Woning met berging)";;€20,27;
01-07-2023;"VF:17 - VvE-bijdrage jul-2023; A-122 - Molukkenstraat 481 (Woning met berging)";;€20,27;
01-07-2023;"VF:18 - VvE-bijdrage jul-2023; A-106 - Sumatrastraat 227-B (Woning met berging)";;€20,27;
01-07-2023;"VF:19 - VvE-bijdrage jul-2023; A-110 - Sumatrastraat 221-D (Woning met berging)";;€20,27;
01-07-2023;"VF:20 - VvE-bijdrage jul-2023; A-004 - Molukkenstraat 493 (Woning met berging)";;€20,27;
01-07-2023;"VF:21 - VvE-bijdrage jul-2023; A-161 - Molukkenstraat 539 (Woning met berging)";;€20,27;
01-07-2023;"VF:22 - VvE-bijdrage jul-2023; A-137 - Tidorestraat 86 (Woning met berging)";;€20,27;
01-07-2023;"VF:23 - VvE-bijdrage jul-2023; A-141 - Tidorestraat 112 (Woning met berging)";;€20,27;
01-07-2023;"VF:24 - VvE-bijdrage jul-2023; A-108 - Sumatrastraat 223-D (Woning met berging)";;€20,27;
01-07-2023;"VF:25 - VvE-bijdrage jul-2023; A-048 - Tidorestraat 62 (Woning met berging)";;€20,27;
01-07-2023;"VF:26 - VvE-bijdrage jul-2023; A-010 - Molukkenstraat 437 (Woning met berging en tuin)";;€20,27;
01-07-2023;"VF:27 - VvE-bijdrage jul-2023; A-167 - Molukkenstraat 527 (Woning met berging)";;€20,27;
01-07-2023;"VF:28 - VvE-bijdrage jul-2023; A-119 - Molukkenstraat 491 (Woning met berging)";;€20,27;
01-07-2023;"VF:29 - VvE-bijdrage jul-2023; A-105 - Sumatrastraat 229-C (Woning met berging)";;€20,27;
01-07-2023;"VF:30 - VvE-bijdrage jul-2023; A-138 - Tidorestraat 96 (Woning met berging)";;€20,27;
01-07-2023;"VF:31 - VvE-bijdrage jul-2023; A-111 - Sumatrastraat 221-E (Woning met berging)";;€20,27;
01-07-2023;"VF:32 - VvE-bijdrage jul-2023; A-187 - Tidorestraat 120 (Woning met berging)";;€20,27;
01-07-2023;"VF:33 - VvE-bijdrage jul-2023; A-160 - Molukkenstraat 541 (Woning met berging)";;€20,27;
01-07-2023;"VF:34 - VvE-bijdrage jul-2023; A-061 - Sumatraplantsoen 30-A (Woning met berging)";;€20,27;
01-07-2023;"VF:35 - VvE-bijdrage jul-2023; A-139 - Tidorestraat 98 (Woning met berging)";;€20,27;
01-07-2023;"VF:36 - VvE-bijdrage jul-2023; A-113 - Sumatrastraat 219-D (Woning met berging)";;€20,27;
01-07-2023;"VF:37 - VvE-bijdrage jul-2023; A-080 - Molukkenstraat 461 (Woning met berging)";;€20,27;
01-07-2023;"VF:38 - VvE-bijdrage jul-2023; A-037 - Molukkenstraat 497 (Woning met berging)";;€20,27;
01-07-2023;"VF:39 - VvE-bijdrage jul-2023; A-182 - Tidorestraat 104 (Woning met berging)";;€20,27;
01-07-2023;"VF:40 - VvE-bijdrage jul-2023; A-063 - Sumatraplantsoen 34-B (Woning met berging)";;€20,27;
01-07-2023;"VF:41 - VvE-bijdrage jul-2023; A-011 - Molukkenstraat 411 (Woning met berging)";;€20,27;
01-07-2023;"VF:42 - VvE-bijdrage jul-2023; A-099 - Sumatraplantsoen 30-B (Woning met berging)";;€20,27;
01-07-2023;"VF:43 - VvE-bijdrage jul-2023; A-109 - Sumatrastraat 223-C (Woning met berging)";;€20,27;
01-07-2023;"VF:44 - VvE-bijdrage jul-2023; A-115 - Sumatrastraat 217-E (Woning met berging)";;€20,27;
01-07-2023;"VF:45 - VvE-bijdrage jul-2023; A-064 - Sumatraplantsoen 36-B (Woning met berging)";;€20,27;
01-07-2023;"VF:46 - VvE-bijdrage jul-2023; A-183 - Tidorestraat 110 (Woning met berging)";;€20,27;
01-07-2023;"VF:47 - VvE-bijdrage jul-2023; A-114 - Sumatrastraat 217-D (Woning met berging)";;€20,27;
01-07-2023;"VF:48 - VvE-bijdrage jul-2023; A-022 - Sumatraplantsoen 24-A (Woning met berging en tuin)";;€20,27;
01-07-2023;"VF:49 - VvE-bijdrage jul-2023; A-102 - Sumatraplantsoen 36-C (Woning met berging)";;€20,27;
01-07-2023;"VF:50 - VvE-bijdrage jul-2023; A-013 - Tidorestraat 60 (Woning met berging en tuin)";;€20,27;
01-07-2023;"VF:51 - VvE-bijdrage jul-2023; A-021 - Sumatraplantsoen 22-A (Woning met berging)";;€20,27;
01-07-2023;"VF:52 - VvE-bijdrage jul-2023; A-173 - Molukkenstraat 515 (Woning met berging)";;€20,27;
01-07-2023;"VF:53 - VvE-bijdrage jul-2023; A-177 - Molukkenstraat 431 (Woning met berging)";;€20,27;
01-07-2023;"VF:54 - VvE-bijdrage jul-2023; A-176 - Molukkenstraat 433 (Woning met berging)";;€20,27;
01-07-2023;"VF:55 - VvE-bijdrage jul-2023; A-030 - Sumatrastraat 229-A (Woning met berging en tuin)";;€20,27;
01-07-2023;"VF:56 - VvE-bijdrage jul-2023; A-145 - Sumatraplantsoen 22-D (Woning met berging)";;€20,27;
01-07-2023;"VF:57 - VvE-bijdrage jul-2023; A-158 - Molukkenstraat 545 (Woning met berging)";;€20,27;
01-07-2023;"VF:58 - VvE-bijdrage jul-2023; A-016 - Tidorestraat 90 (Woning met berging en tuin)";;€20,27;
01-07-2023;"VF:59 - VvE-bijdrage jul-2023; A-180 - Tidorestraat 116 (Woning met berging)";;€20,27;
01-07-2023;"VF:60 - VvE-bijdrage jul-2023; A-133 - Tidorestraat 66 (Woning met berging)";;€20,27;
01-07-2023;"VF:61 - VvE-bijdrage jul-2023; A-003 - Sumatrastraat 217-A (Woning met berging en tuin)";;€20,27;
01-07-2023;"VF:62 - VvE-bijdrage jul-2023; A-171 - Molukkenstraat 519 (Woning met berging)";;€20,27;
01-07-2023;"VF:63 - VvE-bijdrage jul-2023; A-117 - Molukkenstraat 509 (Woning met berging)";;€20,27;
01-07-2023;"VF:64 - VvE-bijdrage jul-2023; A-121 - Molukkenstraat 479 (Woning met berging)";;€20,27;
01-07-2023;"VF:65 - VvE-bijdrage jul-2023; A-136 - Tidorestraat 88-A/B (Woning met berging)";;€20,27;
01-07-2023;"VF:66 - VvE-bijdrage jul-2023; A-155 - Sumatrastraat 229-D (Woning met berging)";;€20,27;
01-07-2023;"VF:67 - VvE-bijdrage jul-2023; A-151 - Sumatraplantsoen 34-D (Woning met berging)";;€20,27;
01-07-2023;"VF:68 - VvE-bijdrage jul-2023; A-128 - Molukkenstraat 445 (Woning met berging)";;€20,27;
01-07-2023;"VF:69 - VvE-bijdrage jul-2023; A-045 - Molukkenstraat 417 (Woning met berging)";;€20,27;
01-07-2023;"VF:70 - VvE-bijdrage jul-2023; A-026 - Sumatraplantsoen 34-A (Woning met berging en tuin)";;€20,27;
01-07-2023;"VF:71 - VvE-bijdrage jul-2023; A-165 - Molukkenstraat 531 (Woning met berging)";;€20,27;
01-07-2023;"VF:72 - VvE-bijdrage jul-2023; A-046 - Molukkenstraat 415 (Woning met berging)";;€20,27;
01-07-2023;"VF:73 - VvE-bijdrage jul-2023; A-075 - Molukkenstraat 503 (Woning met berging)";;€20,27;
01-07-2023;"VF:74 - VvE-bijdrage jul-2023; A-169 - Molukkenstraat 523 (Woning met berging)";;€20,27;
01-07-2023;"VF:75 - VvE-bijdrage jul-2023; A-112 - Sumatrastraat 219-E (Woning met berging)";;€20,27;
01-07-2023;"VF:76 - VvE-bijdrage jul-2023; A-120 - Molukkenstraat 489 (Woning met berging)";;€20,27;
01-07-2023;"VF:77 - VvE-bijdrage jul-2023; A-039 - Molukkenstraat 485 (Woning met berging)";;€20,27;
01-07-2023;"VF:78 - VvE-bijdrage jul-2023; A-023 - Sumatraplantsoen 26-A (Woning met berging en tuin)";;€20,27;
01-07-2023;"VF:79 - VvE-bijdrage jul-2023; A-168 - Molukkenstraat 525 (Woning met berging)";;€20,27;
01-07-2023;"VF:80 - VvE-bijdrage jul-2023; A-152 - Sumatraplantsoen 36-D (Woning met berging)";;€20,27;
01-07-2023;"VF:81 - VvE-bijdrage jul-2023; A-057 - Sumatraplantsoen 22-B (Woning met berging)";;€20,27;
01-07-2023;"VF:82 - VvE-bijdrage jul-2023; A-071 - Sumatrastraat 221-C (Woning met berging)";;€20,27;
01-08-2023;"VF:84 - VvE-bijdrage aug-2023; A-129 - Molukkenstraat 429 (Woning met berging)";;€20,27;
01-08-2023;"VF:85 - VvE-bijdrage aug-2023; A-135 - Tidorestraat 78 (Woning met berging)";;€20,27;
01-08-2023;"VF:86 - VvE-bijdrage aug-2023; A-012 - Tidorestraat 58 (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:87 - VvE-bijdrage aug-2023; A-166 - Molukkenstraat 529 (Woning met berging)";;€20,27;
01-08-2023;"VF:88 - VvE-bijdrage aug-2023; A-125 - Molukkenstraat 455 (Woning met berging)";;€20,27;
01-08-2023;"VF:89 - VvE-bijdrage aug-2023; A-127 - Molukkenstraat 443 (Woning met berging)";;€20,27;
01-08-2023;"VF:90 - VvE-bijdrage aug-2023; A-083 - Molukkenstraat 423 (Woning met berging)";;€20,27;
01-08-2023;"VF:91 - VvE-bijdrage aug-2023; A-126 - Molukkenstraat 453 (Woning met berging)";;€20,27;
01-08-2023;"VF:92 - VvE-bijdrage aug-2023; A-009 - Molukkenstraat 447 (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:93 - VvE-bijdrage aug-2023; A-070 - Sumatrastraat 223-B (Woning met berging)";;€20,27;
01-08-2023;"VF:94 - VvE-bijdrage aug-2023; A-059 - Sumatraplantsoen 26-B (Woning met berging)";;€20,27;
01-08-2023;"VF:95 - VvE-bijdrage aug-2023; A-164 - Molukkenstraat 533 (Woning met berging)";;€20,27;
01-08-2023;"VF:96 - VvE-bijdrage aug-2023; A-052 - Tidorestraat 102 (Woning met berging)";;€20,27;
01-08-2023;"VF:97 - VvE-bijdrage aug-2023; A-076 - Molukkenstraat 501 (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-001 - Sumatrastraat 221-A (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-002 - Sumatrastraat 219-A (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-005 - Molukkenstraat 483 (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-006 - Molukkenstraat 473 (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-007 - Molukkenstraat 465 (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-008 - Molukkenstraat 457 (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-014 - Tidorestraat 70 (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-015 - Tidorestraat 80 (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-017 - Tidorestraat 100 (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-018 - Tidorestraat 114 (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-020 - Sumatraplantsoen 20-A (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-024 - Sumatraplantsoen 28-A (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-025 - Sumatraplantsoen 32-A (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-027 - Sumatraplantsoen 36-A (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-028 - Sumatraplantsoen 38-A (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-029 - Sumatrastraat 231-A (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-031 - Sumatrastraat 225-A (Woning met berging en tuin)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-032 - Sumatrastraat 223-A (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-033 - Sumatrastraat 221-B (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-034 - Sumatrastraat 219-B (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-035 - Sumatrastraat 217-B (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-036 - Molukkenstraat 499 (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-038 - Molukkenstraat 495 (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-040 - Molukkenstraat 475 (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-041 - Molukkenstraat 467 (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-042 - Molukkenstraat 459 (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-043 - Molukkenstraat 449 (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-044 - Molukkenstraat 439 (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-047 - Molukkenstraat 413 (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-049 - Tidorestraat 72 (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-050 - Tidorestraat 82 (Woning met berging)";;€20,27;
01-08-2023;"VF:98 - VvE-bijdrage aug-2023; A-051 - Tidorestraat 92 (Woning met berging)";;€20,27;
